Date,Name,Price,Quantity,Unit,Source,Extra
2024-08-30 22:57:48,Swede,7.99,1,kg,Super Fresh,
2024-08-30 22:58:07,Thickened cream,3.99,300,ml,Super Fresh,
2024-08-30 22:59:12,Coconut milk,2.38,400,ml,Yonghui,
2024-08-30 22:59:40,Sesame oil,5.99,370,ml,Yonghui,
2024-08-30 23:00:16,Bean sprouts,1.28,450,grams,Tonyon Warehouse,
2024-08-30 23:01:29,Lamb shoulder,7.99,1,kg,Hong Meat,
2024-08-30 23:01:47,Spring onions,2,10,whole,7Fresh,
2024-08-30 23:02:09,Red onion,4.99,1,kg,Freshtown,
2024-08-30 23:02:31,Eggs,7.99,12,whole,Freshtown,Free range 800 grams.
2024-08-30 23:03:10,Carrots,1.99,1,kg,Sakura,
2024-08-30 23:03:28,Broccoli,5.99,1,kg,Sakura,
2024-08-30 23:03:49,Bread flour,21.5,12.5,kg,New Yen Yen,Manilda protein enriched flour in bulk.
2024-08-30 23:04:20,Jasmine rice,4.8,1,kg,New Yen Yen,Rose brand.
2024-08-30 23:04:42,Parmesan,10.99,200,grams,Super Fresh,Parmigiano Reggiano with some certification.
2024-08-30 23:05:08,Halloumi,6.99,225,grams,Super Fresh,Dodoni.
2024-08-30 23:05:41,Rolled oats,3.2,1,kg,Super Fresh,
2024-08-30 23:06:08,Cucumber,5.99,1,kg,Yonghui,
2024-08-30 23:06:30,Tomato,6.99,1,kg,Yonghui,
2024-08-30 23:06:51,Cherry tomatoes,9.99,1,kg,Yonghui,
2024-08-30 23:07:10,Brown onions,1.99,1,kg,Yonghui,Consistently large and blemish free.
2024-09-02 23:11:38,Brown onions,2.59,1,kg,Sakura,
2024-09-02 23:12:44,Red onion,4.99,1,kg,Sakura,
2024-09-02 23:13:09,Broccoli,2.99,1,kg,Yonghui,
2024-09-02 23:13:35,Iceberg lettuce,1.99,1,head,Yonghui,
2024-09-02 23:13:52,Spring onions,2.29,10,whole,Yonghui,
2024-09-02 23:14:28,Tomato,2.88,1,kg,Tonyon Warehouse,Cheapest I think I've ever seen.
2024-09-02 23:14:52,Lemon,0.4,1,whole,Tonyon Warehouse,"At 2.88 per kilogram, possibly price error."
2024-09-02 23:15:54,Gai lan,1.99,8,whole,Tonyon Supermarket,
2024-09-02 23:16:28,Rice noodles,3.8,950,grams,New Yen Yen,Price has gone up.
2024-09-02 23:17:02,Cucumber,8.99,800,grams,Freshtown,
2024-09-04 22:18:21,Bananas,3.99,1,kg,Tonyon Warehouse,
2024-09-04 22:19:31,Red capsicum,4.99,1,kg,Tonyon Warehouse,Red
2024-09-04 22:19:55,Olive oil,21.6,1,litre,Woolworths,Moro brand spanish olive oil
2024-09-04 22:20:33,Steamed bao bun,6,8,whole,Woolworths,Folded bao buns to steam and then fill with toppings.
2024-09-04 22:21:53,Sultanas,5,1,kg,Woolworths,
2024-09-04 22:22:09,Butter,7,500,grams,Woolworths,Unsalted
2024-09-04 22:22:41,Buttermilk,2.75,600,ml,Woolworths,Dairy Farmers brand
2024-09-04 22:23:08,Souvlaki wraps,3.5,5,whole,Woolworths,
2024-09-04 22:24:00,Gai lan,1.69,8,whole,Yonghui,
2024-09-04 22:24:22,Cherry tomatoes,9.99,1,kg,Yonghui,
2024-09-04 22:24:55,Leeks,5.99,2,whole,Freshtown,
2024-09-04 22:26:40,Breadcrumbs,3,750,grams,Woolworths,
2024-09-04 22:28:20,Thickened cream,2.8,300,ml,Woolworths,
2024-09-04 22:29:02,Bananas,3.79,1,kg,Sakura,
2024-09-04 22:30:23,Potatoes,3.99,1,kg,Sakura,
2024-09-04 22:30:53,Poppy seeds,5,240,grams,Woolworths,A ridiculously big container
2024-09-04 22:31:43,Ginger,9.9,1,kg,Eastwood Mart,
2024-09-04 22:32:06,Flank steak,13.12,500,grams,Uncles Butcher,"Approximately 500 grams for a recipe cost me this much, per kilo price not printed."
2024-09-04 22:38:23,Cannellini beans,1.9,400,grams,Woolworths,Annalisa brand
2024-09-04 22:40:28,Eggs,7.99,12,whole,Freshtown,Free range 800 grams.
2024-09-04 22:41:03,Sour cream,3.25,300,ml,Woolworths,
2024-09-04 22:41:24,Chicken stock,4.5,1,litre,Coles,Campbells real stock. Reduced salt.
2024-09-04 22:42:22,Dumplings,5.5,600,grams,New Yen Yen,One pack of pork and chives dumplings. JM brand.
2024-09-04 22:43:49,Bean sprouts,1.2,450,grams,New Yen Yen,
2024-09-04 22:47:32,Butter,6.4,500,grams,Woolworths,Unsalted.
2024-09-04 22:48:27,Tinned chickpeas,1,420,grams,Woolworths,
2024-09-04 22:52:05,Ikea meatballs,20,1,kg,Ikea,Though their website currently says $16.
2024-09-04 22:52:43,Ikea cinnamon buns,9,6,whole,Ikea,
2024-09-04 22:53:48,Ikea gravy,4,1,whole,Ikea,One 28 gram packet of powder.
2024-09-04 22:54:34,Ikea lingonberry jam,6,400,grams,Ikea,
2024-10-28 00:00:00,Veal,12.09,450,grams,Aldi,Pre-sliced.
2024-10-28 00:00:00,Chicken burger patties,9.99,12,whole,Aldi,
2024-10-08 00:00:00,Potatoes,3.99,1,kg,Superfresh,
2024-10-08 00:00:00,Salmon,19.5,460,grams,Woolworths,
2024-10-28 00:00:00,Tomato paste,1.5,500,grams,Woolworths,Essentials brand
2024-10-28 00:00:00,Puff pastry,2.95,8,whole,Woolworths,
2024-10-28 00:00:00,Butter,7,500,grams,Woolworths,
2024-10-28 00:00:00,Sultanas,7,1,kg,Woolworths,
2024-10-28 00:00:00,Bacon,13.99,1,kg,Superfresh,Zammit brand.
2024-10-28 00:00:00,Milk,4.19,2,litres,Superfresh,
2024-10-28 00:00:00,Chicken thigh,11.99,1,kg,Hong meat,
2024-10-28 00:00:00,Bananas,3.99,1,kg,7Fresh,
2024-10-28 00:00:00,Leeks,2.99,1,whole,7Fresh,
2024-10-28 00:00:00,Jasmine rice,4.8,1,kg,New yen yen,
2024-10-28 00:00:00,Plain flour,8.48,5,kg,Yonghui,
2024-10-28 00:00:00,Tomato,4.49,1,kg,Yonghui,
2024-10-28 00:00:00,Eggs,7.99,12,whole,Yonghui,
2024-10-28 00:00:00,Gai lan,1.69,8,whole,Yonghui,
2024-10-28 00:00:00,Brown onions,2.49,1,kg,Sakura,
2024-10-28 00:00:00,Iceberg lettuce,1.99,1,head,Sakura,
2024-10-24 00:00:00,Salmon,17.5,460,grams,Woolworths,Skin on fillets.
2024-10-21 00:00:00,Cauliflower,4.99,1,whole,7Fresh,
2024-10-21 00:00:00,Brown onions,2.49,1,kg,Sakura,
2024-10-21 00:00:00,Eggs,7.99,12,whole,Freshtown,
2024-10-21 00:00:00,Milk,4.19,2,litres,Superfresh,
2024-10-21 00:00:00,Red capsicum,6.99,1,kg,Tonyon Warehouse,Red
2024-10-21 00:00:00,Red onion,5.99,1,kg,Yonghui,
2024-10-21 00:00:00,Avocado,1.99,1,whole,Yonghui,Not as fancy as superfresh
2024-10-21 00:00:00,Grated cheese,10.5,500,grams,Woolworths,Bega tasty cheese
2024-10-21 00:00:00,Chicken breast,9.99,1,kg,Hong Meat,
2024-10-14 00:00:00,Potatoes,4.99,1,kg,Superfresh,
2024-10-14 00:00:00,Leeks,2.99,1,whole,7Fresh,
2024-10-14 00:00:00,Cucumber,2.99,1,kg,Sakura,
2024-10-14 00:00:00,Brown onions,2.49,1,kg,Sakura,
2024-10-14 00:00:00,Cherry tomatoes,8.99,1,kg,Yonghui,
2024-10-14 00:00:00,Red onion,5.99,1,kg,Yonghui,
2024-10-14 00:00:00,Tomato,2.28,1,kg,Tonyon Supermarket,
2024-10-09 00:00:00,Potatoes,3.99,1,kg,Superfresh,
2024-10-07 00:00:00,Potatoes,3.99,1,kg,Sakura,
2024-10-07 00:00:00,Beef mince,9.99,1,kg,Hong Meat,
2024-10-07 00:00:00,Cherry tomatoes,8.99,1,kg,Yonghui,
2024-10-07 00:00:00,Red onion,6.99,1,kg,Yonghui,
